snp	chromosome
11_SNP151	11
11_SNP152	11
11_SNP153	11
11_SNP154	11
11_SNP155	11
11_SNP156	11
11_SNP157	11
11_SNP158	11
11_SNP159	11
11_SNP160	11
11_SNP161	11
11_SNP162	11
11_SNP163	11
11_SNP164	11
11_SNP165	11
11_SNP166	11
11_SNP167	11
11_SNP168	11
11_SNP169	11
11_SNP170	11
11_SNP171	11
11_SNP172	11
11_SNP173	11
11_SNP174	11
11_SNP175	11
11_SNP176	11
11_SNP177	11
11_SNP178	11
11_SNP179	11
11_SNP180	11
11_SNP181	11
11_SNP182	11
11_SNP183	11
11_SNP184	11
11_SNP185	11
11_SNP186	11
11_SNP187	11
11_SNP188	11
11_SNP189	11
11_SNP190	11
11_SNP191	11
11_SNP192	11
11_SNP193	11
11_SNP194	11
11_SNP195	11
11_SNP196	11
11_SNP197	11
11_SNP198	11
11_SNP199	11
11_SNP200	11
11_SNP201	11
11_SNP202	11
11_SNP203	11
11_SNP204	11
11_SNP205	11
11_SNP206	11
11_SNP207	11
11_SNP208	11
11_SNP209	11
11_SNP210	11
11_SNP211	11
11_SNP212	11
11_SNP213	11
11_SNP214	11
11_SNP215	11
11_SNP216	11
11_SNP217	11
11_SNP218	11
11_SNP219	11
11_SNP220	11
11_SNP221	11
11_SNP222	11
11_SNP223	11
11_SNP224	11
11_SNP225	11
11_SNP226	11
11_SNP227	11
11_SNP228	11
11_SNP229	11
11_SNP230	11
11_SNP231	11
11_SNP232	11
11_SNP233	11
11_SNP234	11
11_SNP235	11
11_SNP236	11
11_SNP237	11
11_SNP238	11
11_SNP239	11
11_SNP240	11
11_SNP241	11
11_SNP242	11
11_SNP243	11
11_SNP244	11
11_SNP245	11
11_SNP246	11
11_SNP247	11
11_SNP248	11
11_SNP249	11
11_SNP250	11
11_SNP251	11
11_SNP252	11
11_SNP253	11
11_SNP254	11
11_SNP255	11
11_SNP256	11
11_SNP257	11
11_SNP258	11
11_SNP259	11
11_SNP260	11
11_SNP261	11
11_SNP262	11
11_SNP263	11
11_SNP264	11
11_SNP265	11
11_SNP266	11
11_SNP267	11
11_SNP268	11
11_SNP269	11
11_SNP270	11
11_SNP271	11
11_SNP272	11
11_SNP273	11
11_SNP274	11
11_SNP275	11
11_SNP276	11
11_SNP277	11
11_SNP278	11
11_SNP279	11
11_SNP280	11
11_SNP281	11
11_SNP282	11
11_SNP283	11
11_SNP284	11
11_SNP285	11
11_SNP286	11
11_SNP287	11
11_SNP288	11
11_SNP289	11
11_SNP290	11
11_SNP291	11
11_SNP292	11
11_SNP293	11
11_SNP294	11
11_SNP295	11
11_SNP296	11
11_SNP297	11
11_SNP298	11
11_SNP299	11
11_SNP300	11
11_SNP301	11
11_SNP302	11
11_SNP303	11
11_SNP304	11
11_SNP305	11
11_SNP306	11
11_SNP307	11
11_SNP308	11
11_SNP309	11
11_SNP310	11
11_SNP311	11
11_SNP312	11
11_SNP313	11
11_SNP314	11
11_SNP315	11
11_SNP316	11
11_SNP317	11
11_SNP318	11
11_SNP319	11
11_SNP320	11
11_SNP321	11
11_SNP322	11
11_SNP323	11
11_SNP324	11
11_SNP325	11
11_SNP326	11
11_SNP327	11
11_SNP328	11
11_SNP329	11
11_SNP330	11
11_SNP331	11
11_SNP332	11
11_SNP333	11
11_SNP334	11
11_SNP335	11
11_SNP336	11
11_SNP337	11
11_SNP338	11
11_SNP339	11
11_SNP340	11
11_SNP341	11
11_SNP342	11
11_SNP343	11
11_SNP344	11
11_SNP345	11
11_SNP346	11
11_SNP347	11
11_SNP348	11
11_SNP349	11
11_SNP350	11
11_SNP351	11
11_SNP352	11
11_SNP353	11
11_SNP354	11
11_SNP355	11
11_SNP356	11
11_SNP357	11
11_SNP358	11
11_SNP359	11
11_SNP360	11
11_SNP361	11
11_SNP362	11
11_SNP363	11
11_SNP364	11
11_SNP365	11
11_SNP366	11
11_SNP367	11
11_SNP368	11
11_SNP369	11
11_SNP370	11
11_SNP371	11
11_SNP372	11
11_SNP373	11
11_SNP374	11
11_SNP375	11
11_SNP376	11
11_SNP377	11
11_SNP378	11
11_SNP379	11
11_SNP380	11
11_SNP381	11
11_SNP382	11
11_SNP383	11
11_SNP384	11
11_SNP385	11
11_SNP386	11
11_SNP387	11
11_SNP388	11
11_SNP389	11
11_SNP390	11
11_SNP391	11
11_SNP392	11
11_SNP393	11
11_SNP394	11
11_SNP395	11
11_SNP396	11
11_SNP397	11
11_SNP398	11
11_SNP399	11
11_SNP400	11
11_SNP401	11
11_SNP402	11
11_SNP403	11
11_SNP404	11
11_SNP405	11
11_SNP406	11
11_SNP407	11
11_SNP408	11
11_SNP409	11
11_SNP410	11
11_SNP411	11
11_SNP412	11
11_SNP413	11
11_SNP414	11
11_SNP415	11
11_SNP416	11
11_SNP417	11
11_SNP418	11
11_SNP419	11
11_SNP420	11
11_SNP421	11
11_SNP422	11
11_SNP423	11
11_SNP424	11
11_SNP425	11
11_SNP426	11
11_SNP427	11
11_SNP428	11
11_SNP429	11
11_SNP430	11
11_SNP431	11
11_SNP432	11
11_SNP433	11
11_SNP434	11
11_SNP435	11
11_SNP436	11
11_SNP437	11
11_SNP438	11
11_SNP439	11
11_SNP440	11
11_SNP441	11
11_SNP442	11
11_SNP443	11
11_SNP444	11
11_SNP445	11
11_SNP446	11
11_SNP447	11
11_SNP448	11
11_SNP449	11
11_SNP450	11
11_SNP451	11
11_SNP452	11
11_SNP453	11
11_SNP454	11
12_SNP1	12
12_SNP2	12
12_SNP3	12
12_SNP4	12
12_SNP5	12
12_SNP6	12
12_SNP7	12
12_SNP8	12
12_SNP9	12
12_SNP10	12
12_SNP11	12
12_SNP12	12
12_SNP13	12
12_SNP14	12
12_SNP15	12
12_SNP16	12
12_SNP17	12
12_SNP18	12
12_SNP19	12
12_SNP20	12
12_SNP21	12
12_SNP22	12
12_SNP23	12
12_SNP24	12
12_SNP25	12
12_SNP26	12
12_SNP27	12
12_SNP28	12
12_SNP29	12
12_SNP30	12
12_SNP31	12
12_SNP32	12
12_SNP33	12
12_SNP34	12
12_SNP35	12
12_SNP36	12
12_SNP37	12
12_SNP38	12
12_SNP39	12
12_SNP40	12
12_SNP41	12
12_SNP42	12
12_SNP43	12
12_SNP44	12
12_SNP45	12
12_SNP46	12
12_SNP47	12
12_SNP48	12
12_SNP49	12
12_SNP50	12
12_SNP51	12
12_SNP52	12
12_SNP53	12
12_SNP54	12
12_SNP55	12
12_SNP56	12
12_SNP57	12
12_SNP58	12
12_SNP59	12
12_SNP60	12
12_SNP61	12
12_SNP62	12
12_SNP63	12
12_SNP64	12
12_SNP65	12
12_SNP66	12
12_SNP67	12
12_SNP68	12
12_SNP69	12
12_SNP70	12
12_SNP71	12
12_SNP72	12
12_SNP73	12
12_SNP74	12
12_SNP75	12
12_SNP76	12
12_SNP77	12
12_SNP78	12
12_SNP79	12
12_SNP80	12
12_SNP81	12
12_SNP82	12
12_SNP83	12
12_SNP84	12
12_SNP85	12
12_SNP86	12
12_SNP87	12
12_SNP88	12
12_SNP89	12
12_SNP90	12
12_SNP91	12
12_SNP92	12
12_SNP93	12
12_SNP94	12
12_SNP95	12
12_SNP96	12
12_SNP97	12
12_SNP98	12
12_SNP99	12
12_SNP100	12
12_SNP101	12
12_SNP102	12
12_SNP103	12
12_SNP104	12
12_SNP105	12
12_SNP106	12
12_SNP107	12
12_SNP108	12
12_SNP109	12
12_SNP110	12
12_SNP111	12
12_SNP112	12
12_SNP113	12
12_SNP114	12
12_SNP115	12
12_SNP116	12
12_SNP117	12
12_SNP118	12
12_SNP119	12
12_SNP120	12
12_SNP121	12
12_SNP122	12
12_SNP123	12
12_SNP124	12
12_SNP125	12
12_SNP126	12
12_SNP127	12
12_SNP128	12
12_SNP129	12
12_SNP130	12
12_SNP131	12
12_SNP132	12
12_SNP133	12
12_SNP134	12
12_SNP135	12
12_SNP136	12
12_SNP137	12
12_SNP138	12
12_SNP139	12
12_SNP140	12
12_SNP141	12
12_SNP142	12
12_SNP143	12
12_SNP144	12
12_SNP145	12
12_SNP146	12
12_SNP147	12
12_SNP148	12
12_SNP149	12
12_SNP150	12
12_SNP151	12
12_SNP152	12
12_SNP153	12
12_SNP154	12
12_SNP155	12
12_SNP156	12
12_SNP157	12
12_SNP158	12
12_SNP159	12
12_SNP160	12
12_SNP161	12
12_SNP162	12
12_SNP163	12
12_SNP164	12
12_SNP165	12
12_SNP166	12
12_SNP167	12
12_SNP168	12
12_SNP169	12
12_SNP170	12
12_SNP171	12
12_SNP172	12
12_SNP173	12
12_SNP174	12
12_SNP175	12
12_SNP176	12
12_SNP177	12
12_SNP178	12
12_SNP179	12
12_SNP180	12
12_SNP181	12
12_SNP182	12
12_SNP183	12
12_SNP184	12
12_SNP185	12
12_SNP186	12
12_SNP187	12
12_SNP188	12
12_SNP189	12
12_SNP190	12
12_SNP191	12
12_SNP192	12
12_SNP193	12
12_SNP194	12
12_SNP195	12
12_SNP196	12
12_SNP197	12
12_SNP198	12
12_SNP199	12
12_SNP200	12
12_SNP201	12
12_SNP202	12
12_SNP203	12
12_SNP204	12
12_SNP205	12
12_SNP206	12
12_SNP207	12
12_SNP208	12
12_SNP209	12
12_SNP210	12
12_SNP211	12
12_SNP212	12
12_SNP213	12
12_SNP214	12
12_SNP215	12
12_SNP216	12
12_SNP217	12
12_SNP218	12
12_SNP219	12
12_SNP220	12
12_SNP221	12
12_SNP222	12
12_SNP223	12
12_SNP224	12
12_SNP225	12
12_SNP226	12
12_SNP227	12
12_SNP228	12
12_SNP229	12
12_SNP230	12
12_SNP231	12
12_SNP232	12
12_SNP233	12
12_SNP234	12
12_SNP235	12
12_SNP236	12
12_SNP237	12
12_SNP238	12
12_SNP239	12
12_SNP240	12
12_SNP241	12
12_SNP242	12
12_SNP243	12
12_SNP244	12
12_SNP245	12
12_SNP246	12
12_SNP247	12
12_SNP248	12
12_SNP249	12
12_SNP250	12
12_SNP251	12
12_SNP252	12
12_SNP253	12
12_SNP254	12
12_SNP255	12
12_SNP256	12
12_SNP257	12
12_SNP258	12
12_SNP259	12
12_SNP260	12
12_SNP261	12
12_SNP262	12
12_SNP263	12
12_SNP264	12
12_SNP265	12
12_SNP266	12
12_SNP267	12
12_SNP268	12
12_SNP269	12
12_SNP270	12
12_SNP271	12
12_SNP272	12
12_SNP273	12
12_SNP274	12
12_SNP275	12
12_SNP276	12
12_SNP277	12
12_SNP278	12
12_SNP279	12
12_SNP280	12
12_SNP281	12
12_SNP282	12
12_SNP283	12
12_SNP284	12
12_SNP285	12
12_SNP286	12
12_SNP287	12
12_SNP288	12
12_SNP289	12
12_SNP290	12
12_SNP291	12
12_SNP292	12
12_SNP293	12
12_SNP294	12
12_SNP295	12
12_SNP296	12
12_SNP297	12
12_SNP298	12
12_SNP299	12
12_SNP300	12
12_SNP301	12
12_SNP302	12
12_SNP303	12
12_SNP304	12
12_SNP305	12
12_SNP306	12
12_SNP307	12
12_SNP308	12
12_SNP309	12
12_SNP310	12
12_SNP311	12
12_SNP312	12
12_SNP313	12
12_SNP314	12
12_SNP315	12
12_SNP316	12
12_SNP317	12
12_SNP318	12
12_SNP319	12
12_SNP320	12
12_SNP321	12
12_SNP322	12
12_SNP323	12
12_SNP324	12
12_SNP325	12
12_SNP326	12
12_SNP327	12
12_SNP328	12
12_SNP329	12
12_SNP330	12
12_SNP331	12
12_SNP332	12
12_SNP333	12
12_SNP334	12
12_SNP335	12
12_SNP336	12
12_SNP337	12
12_SNP338	12
12_SNP339	12
12_SNP340	12
12_SNP341	12
12_SNP342	12
12_SNP343	12
12_SNP344	12
12_SNP345	12
12_SNP346	12
12_SNP347	12
12_SNP348	12
12_SNP349	12
12_SNP350	12
12_SNP351	12
12_SNP352	12
12_SNP353	12
12_SNP354	12
12_SNP355	12
12_SNP356	12
12_SNP357	12
12_SNP358	12
12_SNP359	12
12_SNP360	12
12_SNP361	12
12_SNP362	12
12_SNP363	12
12_SNP364	12
12_SNP365	12
12_SNP366	12
12_SNP367	12
12_SNP368	12
12_SNP369	12
12_SNP370	12
12_SNP371	12
12_SNP372	12
12_SNP373	12
12_SNP374	12
12_SNP375	12
12_SNP376	12
12_SNP377	12
12_SNP378	12
12_SNP379	12
12_SNP380	12
12_SNP381	12
12_SNP382	12
12_SNP383	12
12_SNP384	12
12_SNP385	12
12_SNP386	12
12_SNP387	12
12_SNP388	12
12_SNP389	12
12_SNP390	12
12_SNP391	12
12_SNP392	12
12_SNP393	12
12_SNP394	12
12_SNP395	12
12_SNP396	12
12_SNP397	12
12_SNP398	12
12_SNP399	12
12_SNP400	12
12_SNP401	12
12_SNP402	12
12_SNP403	12
12_SNP404	12
12_SNP405	12
12_SNP406	12
12_SNP407	12
12_SNP408	12
12_SNP409	12
12_SNP410	12
12_SNP411	12
12_SNP412	12
12_SNP413	12
12_SNP414	12
12_SNP415	12
12_SNP416	12
12_SNP417	12
12_SNP418	12
12_SNP419	12
12_SNP420	12
12_SNP421	12
12_SNP422	12
12_SNP423	12
12_SNP424	12
12_SNP425	12
12_SNP426	12
12_SNP427	12
12_SNP428	12
12_SNP429	12
12_SNP430	12
12_SNP431	12
12_SNP432	12
12_SNP433	12
12_SNP434	12
12_SNP435	12
12_SNP436	12
12_SNP437	12
13_SNP1	13
13_SNP2	13
13_SNP3	13
13_SNP4	13
13_SNP5	13
13_SNP6	13
13_SNP7	13
13_SNP8	13
13_SNP9	13
13_SNP10	13
13_SNP11	13
13_SNP12	13
13_SNP13	13
13_SNP14	13
13_SNP15	13
13_SNP16	13
13_SNP17	13
13_SNP18	13
13_SNP19	13
13_SNP20	13
13_SNP21	13
13_SNP22	13
13_SNP23	13
13_SNP24	13
13_SNP25	13
13_SNP26	13
13_SNP27	13
13_SNP28	13
13_SNP29	13
13_SNP30	13
13_SNP31	13
13_SNP32	13
13_SNP33	13
13_SNP34	13
13_SNP35	13
13_SNP36	13
13_SNP37	13
13_SNP38	13
13_SNP39	13
13_SNP40	13
13_SNP41	13
13_SNP42	13
13_SNP43	13
13_SNP44	13
13_SNP45	13
13_SNP46	13
13_SNP47	13
13_SNP48	13
13_SNP49	13
13_SNP50	13
13_SNP51	13
13_SNP52	13
13_SNP53	13
13_SNP54	13
13_SNP55	13
13_SNP56	13
13_SNP57	13
13_SNP58	13
13_SNP59	13
13_SNP60	13
13_SNP61	13
13_SNP62	13
13_SNP63	13
13_SNP64	13
13_SNP65	13
13_SNP66	13
13_SNP67	13
13_SNP68	13
13_SNP69	13
13_SNP70	13
13_SNP71	13
13_SNP72	13
13_SNP73	13
13_SNP74	13
13_SNP75	13
13_SNP76	13
13_SNP77	13
13_SNP78	13
13_SNP79	13
13_SNP80	13
13_SNP81	13
13_SNP82	13
13_SNP83	13
13_SNP84	13
13_SNP85	13
13_SNP86	13
13_SNP87	13
13_SNP88	13
13_SNP89	13
13_SNP90	13
13_SNP91	13
13_SNP92	13
13_SNP93	13
13_SNP94	13
13_SNP95	13
13_SNP96	13
13_SNP97	13
13_SNP98	13
13_SNP99	13
13_SNP100	13
13_SNP101	13
13_SNP102	13
13_SNP103	13
13_SNP104	13
13_SNP105	13
13_SNP106	13
13_SNP107	13
13_SNP108	13
13_SNP109	13
13_SNP110	13
13_SNP111	13
13_SNP112	13
13_SNP113	13
13_SNP114	13
13_SNP115	13
13_SNP116	13
13_SNP117	13
13_SNP118	13
13_SNP119	13
13_SNP120	13
13_SNP121	13
13_SNP122	13
13_SNP123	13
13_SNP124	13
13_SNP125	13
13_SNP126	13
13_SNP127	13
13_SNP128	13
13_SNP129	13
13_SNP130	13
13_SNP131	13
13_SNP132	13
13_SNP133	13
13_SNP134	13
13_SNP135	13
13_SNP136	13
13_SNP137	13
13_SNP138	13
13_SNP139	13
13_SNP140	13
13_SNP141	13
13_SNP142	13
13_SNP143	13
13_SNP144	13
13_SNP145	13
13_SNP146	13
13_SNP147	13
13_SNP148	13
13_SNP149	13
13_SNP150	13
13_SNP151	13
13_SNP152	13
13_SNP153	13
13_SNP154	13
13_SNP155	13
13_SNP156	13
13_SNP157	13
13_SNP158	13
13_SNP159	13
13_SNP160	13
13_SNP161	13
13_SNP162	13
13_SNP163	13
13_SNP164	13
13_SNP165	13
13_SNP166	13
13_SNP167	13
13_SNP168	13
13_SNP169	13
13_SNP170	13
13_SNP171	13
13_SNP172	13
13_SNP173	13
13_SNP174	13
13_SNP175	13
13_SNP176	13
13_SNP177	13
13_SNP178	13
13_SNP179	13
13_SNP180	13
13_SNP181	13
13_SNP182	13
13_SNP183	13
13_SNP184	13
13_SNP185	13
13_SNP186	13
13_SNP187	13
13_SNP188	13
13_SNP189	13
13_SNP190	13
13_SNP191	13
13_SNP192	13
13_SNP193	13
13_SNP194	13
13_SNP195	13
13_SNP196	13
13_SNP197	13
13_SNP198	13
13_SNP199	13
13_SNP200	13
13_SNP201	13
13_SNP202	13
13_SNP203	13
13_SNP204	13
13_SNP205	13
13_SNP206	13
13_SNP207	13
13_SNP208	13
13_SNP209	13
13_SNP210	13
13_SNP211	13
13_SNP212	13
13_SNP213	13
13_SNP214	13
13_SNP215	13
13_SNP216	13
13_SNP217	13
13_SNP218	13
13_SNP219	13
13_SNP220	13
13_SNP221	13
13_SNP222	13
13_SNP223	13
13_SNP224	13
13_SNP225	13
13_SNP226	13
13_SNP227	13
13_SNP228	13
13_SNP229	13
13_SNP230	13
13_SNP231	13
13_SNP232	13
13_SNP233	13
13_SNP234	13
13_SNP235	13
13_SNP236	13
13_SNP237	13
13_SNP238	13
13_SNP239	13
13_SNP240	13
13_SNP241	13
13_SNP242	13
13_SNP243	13
13_SNP244	13
13_SNP245	13
13_SNP246	13
13_SNP247	13
13_SNP248	13
13_SNP249	13
13_SNP250	13
13_SNP251	13
13_SNP252	13
13_SNP253	13
13_SNP254	13
13_SNP255	13
13_SNP256	13
13_SNP257	13
13_SNP258	13
13_SNP259	13
13_SNP260	13
13_SNP261	13
13_SNP262	13
13_SNP263	13
13_SNP264	13
13_SNP265	13
13_SNP266	13
13_SNP267	13
13_SNP268	13
13_SNP269	13
13_SNP270	13
13_SNP271	13
13_SNP272	13
13_SNP273	13
13_SNP274	13
13_SNP275	13
13_SNP276	13
13_SNP277	13
13_SNP278	13
13_SNP279	13
13_SNP280	13
13_SNP281	13
13_SNP282	13
13_SNP283	13
13_SNP284	13
13_SNP285	13
13_SNP286	13
13_SNP287	13
13_SNP288	13
13_SNP289	13
13_SNP290	13
13_SNP291	13
13_SNP292	13
13_SNP293	13
13_SNP294	13
13_SNP295	13
13_SNP296	13
13_SNP297	13
13_SNP298	13
13_SNP299	13
13_SNP300	13
13_SNP301	13
13_SNP302	13
13_SNP303	13
13_SNP304	13
13_SNP305	13
13_SNP306	13
13_SNP307	13
13_SNP308	13
13_SNP309	13
13_SNP310	13
13_SNP311	13
13_SNP312	13
13_SNP313	13
13_SNP314	13
13_SNP315	13
13_SNP316	13
13_SNP317	13
13_SNP318	13
13_SNP319	13
13_SNP320	13
13_SNP321	13
13_SNP322	13
13_SNP323	13
13_SNP324	13
13_SNP325	13
13_SNP326	13
13_SNP327	13
13_SNP328	13
13_SNP329	13
13_SNP330	13
13_SNP331	13
13_SNP332	13
13_SNP333	13
13_SNP334	13
13_SNP335	13
13_SNP336	13
14_SNP1	14
14_SNP2	14
14_SNP3	14
14_SNP4	14
14_SNP5	14
14_SNP6	14
14_SNP7	14
14_SNP8	14
14_SNP9	14
14_SNP10	14
14_SNP11	14
14_SNP12	14
14_SNP13	14
14_SNP14	14
14_SNP15	14
14_SNP16	14
14_SNP17	14
14_SNP18	14
14_SNP19	14
14_SNP20	14
14_SNP21	14
14_SNP22	14
14_SNP23	14
14_SNP24	14
14_SNP25	14
14_SNP26	14
14_SNP27	14
14_SNP28	14
14_SNP29	14
14_SNP30	14
14_SNP31	14
14_SNP32	14
14_SNP33	14
14_SNP34	14
14_SNP35	14
14_SNP36	14
14_SNP37	14
14_SNP38	14
14_SNP39	14
14_SNP40	14
14_SNP41	14
14_SNP42	14
14_SNP43	14
14_SNP44	14
14_SNP45	14
14_SNP46	14
14_SNP47	14
14_SNP48	14
14_SNP49	14
14_SNP50	14
14_SNP51	14
14_SNP52	14
14_SNP53	14
14_SNP54	14
14_SNP55	14
14_SNP56	14
14_SNP57	14
14_SNP58	14
14_SNP59	14
14_SNP60	14
14_SNP61	14
14_SNP62	14
14_SNP63	14
14_SNP64	14
14_SNP65	14
14_SNP66	14
14_SNP67	14
14_SNP68	14
14_SNP69	14
14_SNP70	14
14_SNP71	14
14_SNP72	14
14_SNP73	14
14_SNP74	14
14_SNP75	14
14_SNP76	14
14_SNP77	14
14_SNP78	14
14_SNP79	14
14_SNP80	14
14_SNP81	14
14_SNP82	14
14_SNP83	14
14_SNP84	14
14_SNP85	14
14_SNP86	14
14_SNP87	14
14_SNP88	14
14_SNP89	14
14_SNP90	14
14_SNP91	14
14_SNP92	14
14_SNP93	14
14_SNP94	14
14_SNP95	14
14_SNP96	14
14_SNP97	14
14_SNP98	14
14_SNP99	14
14_SNP100	14
14_SNP101	14
14_SNP102	14
14_SNP103	14
14_SNP104	14
14_SNP105	14
14_SNP106	14
14_SNP107	14
14_SNP108	14
14_SNP109	14
14_SNP110	14
14_SNP111	14
14_SNP112	14
14_SNP113	14
14_SNP114	14
14_SNP115	14
14_SNP116	14
14_SNP117	14
14_SNP118	14
14_SNP119	14
14_SNP120	14
14_SNP121	14
14_SNP122	14
14_SNP123	14
14_SNP124	14
14_SNP125	14
14_SNP126	14
14_SNP127	14
14_SNP128	14
14_SNP129	14
14_SNP130	14
14_SNP131	14
14_SNP132	14
14_SNP133	14
14_SNP134	14
14_SNP135	14
14_SNP136	14
14_SNP137	14
14_SNP138	14
14_SNP139	14
14_SNP140	14
14_SNP141	14
14_SNP142	14
14_SNP143	14
14_SNP144	14
14_SNP145	14
14_SNP146	14
14_SNP147	14
14_SNP148	14
14_SNP149	14
14_SNP150	14
14_SNP151	14
14_SNP152	14
14_SNP153	14
14_SNP154	14
14_SNP155	14
14_SNP156	14
14_SNP157	14
14_SNP158	14
14_SNP159	14
14_SNP160	14
14_SNP161	14
14_SNP162	14
14_SNP163	14
14_SNP164	14
14_SNP165	14
14_SNP166	14
14_SNP167	14
14_SNP168	14
14_SNP169	14
14_SNP170	14
14_SNP171	14
14_SNP172	14
14_SNP173	14
14_SNP174	14
14_SNP175	14
14_SNP176	14
14_SNP177	14
14_SNP178	14
14_SNP179	14
14_SNP180	14
14_SNP181	14
14_SNP182	14
14_SNP183	14
14_SNP184	14
14_SNP185	14
14_SNP186	14
14_SNP187	14
14_SNP188	14
14_SNP189	14
14_SNP190	14
14_SNP191	14
14_SNP192	14
14_SNP193	14
14_SNP194	14
14_SNP195	14
14_SNP196	14
14_SNP197	14
14_SNP198	14
14_SNP199	14
14_SNP200	14
14_SNP201	14
14_SNP202	14
14_SNP203	14
14_SNP204	14
14_SNP205	14
14_SNP206	14
14_SNP207	14
14_SNP208	14
14_SNP209	14
14_SNP210	14
14_SNP211	14
14_SNP212	14
14_SNP213	14
14_SNP214	14
14_SNP215	14
14_SNP216	14
14_SNP217	14
14_SNP218	14
14_SNP219	14
14_SNP220	14
14_SNP221	14
14_SNP222	14
14_SNP223	14
14_SNP224	14
14_SNP225	14
14_SNP226	14
14_SNP227	14
14_SNP228	14
14_SNP229	14
14_SNP230	14
14_SNP231	14
14_SNP232	14
14_SNP233	14
14_SNP234	14
14_SNP235	14
14_SNP236	14
14_SNP237	14
14_SNP238	14
14_SNP239	14
14_SNP240	14
14_SNP241	14
14_SNP242	14
14_SNP243	14
14_SNP244	14
14_SNP245	14
14_SNP246	14
14_SNP247	14
14_SNP248	14
14_SNP249	14
14_SNP250	14
14_SNP251	14
14_SNP252	14
14_SNP253	14
14_SNP254	14
14_SNP255	14
14_SNP256	14
14_SNP257	14
14_SNP258	14
14_SNP259	14
14_SNP260	14
14_SNP261	14
14_SNP262	14
14_SNP263	14
14_SNP264	14
14_SNP265	14
14_SNP266	14
14_SNP267	14
14_SNP268	14
14_SNP269	14
14_SNP270	14
14_SNP271	14
14_SNP272	14
14_SNP273	14
14_SNP274	14
14_SNP275	14
14_SNP276	14
14_SNP277	14
14_SNP278	14
14_SNP279	14
14_SNP280	14
14_SNP281	14
14_SNP282	14
14_SNP283	14
14_SNP284	14
14_SNP285	14
14_SNP286	14
14_SNP287	14
14_SNP288	14
14_SNP289	14
14_SNP290	14
14_SNP291	14
14_SNP292	14
14_SNP293	14
14_SNP294	14
14_SNP295	14
14_SNP296	14
14_SNP297	14
14_SNP298	14
14_SNP299	14
14_SNP300	14
14_SNP301	14
14_SNP302	14
14_SNP303	14
14_SNP304	14
14_SNP305	14
14_SNP306	14
14_SNP307	14
14_SNP308	14
14_SNP309	14
14_SNP310	14
14_SNP311	14
14_SNP312	14
14_SNP313	14
14_SNP314	14
14_SNP315	14
14_SNP316	14
14_SNP317	14
14_SNP318	14
14_SNP319	14
14_SNP320	14
14_SNP321	14
14_SNP322	14
14_SNP323	14
14_SNP324	14
14_SNP325	14
14_SNP326	14
14_SNP327	14
14_SNP328	14
15_SNP1	15
15_SNP2	15
15_SNP3	15
15_SNP4	15
15_SNP5	15
15_SNP6	15
15_SNP7	15
15_SNP8	15
15_SNP9	15
15_SNP10	15
15_SNP11	15
15_SNP12	15
15_SNP13	15
15_SNP14	15
15_SNP15	15
15_SNP16	15
15_SNP17	15
15_SNP18	15
15_SNP19	15
15_SNP20	15
15_SNP21	15
15_SNP22	15
15_SNP23	15
15_SNP24	15
15_SNP25	15
15_SNP26	15
15_SNP27	15
15_SNP28	15
15_SNP29	15
15_SNP30	15
15_SNP31	15
15_SNP32	15
15_SNP33	15
15_SNP34	15
15_SNP35	15
15_SNP36	15
15_SNP37	15
15_SNP38	15
15_SNP39	15
15_SNP40	15
15_SNP41	15
15_SNP42	15
15_SNP43	15
15_SNP44	15
15_SNP45	15
15_SNP46	15
15_SNP47	15
15_SNP48	15
15_SNP49	15
15_SNP50	15
15_SNP51	15
15_SNP52	15
15_SNP53	15
15_SNP54	15
15_SNP55	15
15_SNP56	15
15_SNP57	15
15_SNP58	15
15_SNP59	15
15_SNP60	15
15_SNP61	15
15_SNP62	15
15_SNP63	15
15_SNP64	15
15_SNP65	15
15_SNP66	15
15_SNP67	15
15_SNP68	15
15_SNP69	15
15_SNP70	15
15_SNP71	15
15_SNP72	15
15_SNP73	15
15_SNP74	15
15_SNP75	15
15_SNP76	15
15_SNP77	15
15_SNP78	15
15_SNP79	15
15_SNP80	15
15_SNP81	15
15_SNP82	15
15_SNP83	15
15_SNP84	15
15_SNP85	15
15_SNP86	15
15_SNP87	15
15_SNP88	15
15_SNP89	15
15_SNP90	15
15_SNP91	15
15_SNP92	15
15_SNP93	15
15_SNP94	15
15_SNP95	15
15_SNP96	15
15_SNP97	15
15_SNP98	15
15_SNP99	15
15_SNP100	15
15_SNP101	15
15_SNP102	15
15_SNP103	15
15_SNP104	15
15_SNP105	15
15_SNP106	15
15_SNP107	15
15_SNP108	15
15_SNP109	15
15_SNP110	15
15_SNP111	15
15_SNP112	15
15_SNP113	15
15_SNP114	15
15_SNP115	15
15_SNP116	15
15_SNP117	15
15_SNP118	15
15_SNP119	15
15_SNP120	15
15_SNP121	15
15_SNP122	15
15_SNP123	15
15_SNP124	15
15_SNP125	15
15_SNP126	15
15_SNP127	15
15_SNP128	15
15_SNP129	15
15_SNP130	15
15_SNP131	15
15_SNP132	15
15_SNP133	15
15_SNP134	15
15_SNP135	15
15_SNP136	15
15_SNP137	15
15_SNP138	15
15_SNP139	15
15_SNP140	15
15_SNP141	15
15_SNP142	15
15_SNP143	15
15_SNP144	15
15_SNP145	15
15_SNP146	15
15_SNP147	15
15_SNP148	15
15_SNP149	15
